Region data,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,,,,,,,,
,592.7,-162.6408,793.3329,-71.17954,798.11,-123.3416,809.6192,-239.0046,602.3757,-281.0176,422.7863,-249.1629,296.9493,-151.026,296.8092,-78.96649,494.9756,-86.0554,624.1403,-74.47247,,,,,,
Zones data,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,Connection_1,Connection_2,Connection_3,Connection_4,Connection_5,Connection_6,Connection_7,Connection_8
R4_P0,-251.3426,46.285,297.7841,-150.0627,291.2375,-104.4652,297.7253,-79.22656,395.2653,-86.0849,404.248,-126.2093,347.6896,-152.2945,,,,,R3_P6,R3_P5,R2_P12,R4_P17,R4_P27,R4_P1,,,
R4_P1,-255.8758,-6.258163,297.7841,-150.0627,347.6896,-152.2945,367.5638,-204.0929,,,,,,,,,,,R4_P0,R4_P28,R17_P2,,,,,,
R4_P22,80.07507,70.15851,656.0325,-105.9026,661.4995,-74.53045,691.2112,-73.13884,686.9102,-105.082,,,,,,,,,R4_P23,,R4_P45,R4_P55,,,,,
R4_P23,44.36218,59.80261,613.7997,-112.1963,623.0525,-76.07568,661.4995,-74.53045,656.0325,-105.9026,638.1411,-121.3349,,,,,,,R4_P24,,R4_P22,R4_P55,R4_P25,,,,
R4_P24,5.609497,64.48711,574.3327,-124.5431,580.691,-82.5182,623.0525,-76.07568,613.7997,-112.1963,,,,,,,,,R4_P33,,R4_P23,R4_P25,,,,,
R4_P25,12.17908,24.92542,626.9001,-153.3158,593.4749,-160.5278,574.3327,-124.5431,613.7997,-112.1963,638.1411,-121.3349,,,,,,,R4_P39,R4_P35,R4_P24,R4_P23,R4_P55,,,,
R4_P26,-159.0662,-61.19994,425.4315,-247.1804,401.3754,-231.2365,422.9258,-210.7783,455.7777,-209.4125,463.9737,-230.4649,,,,,,,R17_P9,R4_P28,R4_P29,R4_P30,,,,,
R4_P17,-153.8523,54.32501,404.248,-126.2093,395.2653,-86.0849,495.6588,-86.70001,452.692,-131.0202,,,,,,,,,R4_P0,R2_P10,R4_P18,R4_P27,,,,,
R4_P18,-113.1133,39.17632,472.7555,-147.2399,452.692,-131.0202,495.6588,-86.70001,497.3403,-132.9431,,,,,,,,,R4_P27,R4_P17,R4_P33,R4_P34,,,,,
R4_P27,-179.367,7.078735,399.3323,-186.5391,347.6896,-152.2945,404.248,-126.2093,452.692,-131.0202,472.7555,-147.2399,448.1161,-180.9352,,,,,R4_P28,R4_P0,R4_P17,R4_P18,R4_P31,R4_P29,,,
R4_P28,-204.5604,-39.52667,367.5638,-204.0929,347.6896,-152.2945,399.3323,-186.5391,422.9258,-210.7783,401.3754,-231.2365,,,,,,,R4_P1,R4_P27,R4_P29,R4_P26,R17_P10,,,,
R4_P29,-160.6086,-34.04131,422.9258,-210.7783,399.3323,-186.5391,448.1161,-180.9352,455.7777,-209.4125,,,,,,,,,R4_P28,R4_P27,R4_P31,R4_P26,,,,,
R4_P30,-120.2776,-47.64563,463.9737,-230.4649,455.7777,-209.4125,480.9738,-196.3903,494.1967,-221.2409,,,,,,,,,R4_P26,R4_P31,R4_P32,,,,,,
