Region data,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,,,,,,,,
,2199.603,-560.8202,2047.393,-537.9534,2039.894,-436.0102,2148.361,-433.1743,2282.63,-523.3716,2308.93,-844.6785,2169.403,-847.5131,2081.82,-680.4626,2079.742,-602.5555,,,,,,,,
Zones data,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,Connection_1,Connection_2,Connection_3,Connection_4,Connection_5,Connection_6,Connection_7,Connection_8
R28_P0,-94.23193,-102.4749,2080.549,-680.6168,2082.762,-666.1495,2081.192,-639.8867,2116.668,-655.2487,2113.554,-681.9734,,,,,,,R27_P0,R27_P2,R28_P23,R28_P24,R28_P1,,,,
R28_P1,-95.75537,-134.5714,2097.94,-710.5349,2080.549,-680.6168,2113.554,-681.9734,2123.036,-705.6503,,,,,,,,,R29_P39,R28_P0,R28_P18,R28_P2,,,,,
R28_P2,-67.86206,-170.3455,2107.687,-730.9542,2097.94,-710.5349,2123.036,-705.6503,2156.068,-717.2094,2153.146,-749.3469,2121.925,-756.192,,,,,R29_P39,R28_P1,R28_P18,R28_P4,R28_P5,R29_P38,,,
R28_P3,4.177246,-184.7208,2192.333,-763.6323,2192.364,-730.6845,2218.659,-737.9199,2223.207,-750.7556,,,,,,,,,R28_P4,R28_P14,R28_P11,R28_P7,,,,,
R28_P4,-22.19409,-181.7783,2153.146,-749.3469,2156.068,-717.2094,2192.364,-730.6845,2192.333,-763.6323,,,,,,,,,R28_P2,R28_P19,R28_P3,R28_P5,,,,,
R28_P5,-42.99609,-209.0296,2140.365,-790.0994,2121.925,-756.192,2153.146,-749.3469,2192.333,-763.6323,2178.175,-788.0089,,,,,,,R29_P64,R28_P2,R28_P4,R28_P8,R28_P6,,,,
R28_P6,-14.82324,-258.8937,2169.627,-846.9269,2140.365,-790.0994,2178.175,-788.0089,2216.809,-807.3686,2229.365,-847.0082,,,,,,,R29_P67,R28_P5,R28_P8,R28_P9,R30_P24,,,,
R28_P7,35.7019,-207.2033,2225.838,-781.6197,2192.333,-763.6323,2223.207,-750.7556,2252.997,-752.1486,2253.894,-784.566,,,,,,,R28_P8,R28_P3,R28_P11,R28_P10,R28_P9,,,,
R28_P8,3.707031,-224.3916,2178.175,-788.0089,2192.333,-763.6323,2225.838,-781.6197,2216.809,-807.3686,,,,,,,,,R28_P5,R28_P7,R28_P9,R28_P6,,,,,
R28_P9,40.78589,-254.7781,2216.809,-807.3686,2225.838,-781.6197,2253.894,-784.566,2269.776,-845.9851,2229.365,-847.0082,,,,,,,R28_P8,R28_P7,R28_P10,R30_P24,R28_P6,,,,
