Region data,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,,,,,,,,
,857.0964,-359.5992,671.3484,-395.6952,602.3757,-281.0176,809.6192,-239.0046,1042.059,-248.3078,1093.185,-324.201,1018.811,-424.9574,827.3751,-488.1909,582.9265,-488.275,,,,,,,,
Zones data,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,Connection_1,Connection_2,Connection_3,Connection_4,Connection_5,Connection_6,Connection_7,Connection_8
R20_P0,-61.64874,87.38541,816.433,-305.4464,763.5984,-294.3063,732.3991,-254.5228,808.7689,-238.7614,842.3593,-250.9845,847.3287,-278.0924,,,,,R20_P5,R20_P4,R4_P42,,R20_P12,R20_P11,,,
R20_P1,-207.7496,66.09122,621.7542,-311.3723,603.7823,-281.3372,667.5443,-267.6559,685.9697,-292.012,664.7449,-315.5847,,,,,,,R19_P0,R4_P38,R20_P4,R20_P3,R20_P2,,,,
R20_P2,-184.9648,11.01807,671.1542,-394.9599,641.3917,-345.0167,621.7542,-311.3723,664.7449,-315.5847,700.336,-335.3607,703.4354,-373.7314,,,,,R19_P9,R19_P8,R20_P1,R20_P3,R20_P6,R20_P7,,,
R20_P3,-155.8303,47.14859,700.336,-335.3607,664.7449,-315.5847,685.9697,-292.012,722.1737,-298.296,731.5012,-325.8484,,,,,,,R20_P2,R20_P1,R20_P4,R20_P5,R20_P6,,,,
R20_P4,-142.6496,82.71475,722.1737,-298.296,685.9697,-292.012,667.5443,-267.6559,732.3991,-254.5228,763.5984,-294.3063,,,,,,,R20_P3,R20_P1,R4_P41,R20_P0,R20_P5,,,,
R20_P5,-89.38434,44.39844,731.5012,-325.8484,722.1737,-298.296,763.5984,-294.3063,816.433,-305.4464,774.6931,-335.7167,,,,,,,R20_P3,R20_P4,R20_P0,R20_P19,R20_P6,,,,
R20_P6,-117.5808,8.196289,734.6589,-389.7918,703.4354,-373.7314,700.336,-335.3607,731.5012,-325.8484,774.6931,-335.7167,770.0322,-366.9197,,,,,R20_P7,R20_P2,R20_P3,R20_P5,R20_P19,R20_P22,,,
R20_P7,-148.8065,-44.72672,691.8572,-433.5259,671.1542,-394.9599,703.4354,-373.7314,734.6589,-389.7918,736.0462,-424.9808,,,,,,,R20_P8,R20_P2,R20_P6,R20_P22,R20_P10,,,,
R20_P8,-195.2594,-73.74191,619.1252,-449.9167,648.5298,-419.0125,671.1542,-394.9599,691.8572,-433.5259,662.8211,-457.9433,,,,,,,R19_P11,R19_P9,R20_P7,R20_P10,R20_P9,,,,
R20_P9,-223.0435,-113.469,582.2844,-488.2974,619.1252,-449.9167,662.8211,-457.9433,673.0483,-487.741,,,,,,,,,R19_P12,R20_P8,R20_P10,,,,,,
