Region data,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,,,,,,,,
,2001.188,-226.9835,1882.725,-261.4431,1882.698,-190.2563,2063.486,-115.1454,2210.975,-191.6738,2228.726,-326.8598,2148.361,-433.1743,2039.894,-436.0102,1921.242,-345.7175,,,,,,,,
Zones data,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,Connection_1,Connection_2,Connection_3,Connection_4,Connection_5,Connection_6,Connection_7,Connection_8
R25_P0,29.10791,-183.0309,2040.378,-437.3646,2009.279,-412.7861,2026.72,-395.7586,2047.792,-405.2608,,,,,,,,,R27_P29,R25_P1,R25_P2,R25_P10,,,,,
R25_P1,3.084717,-159.5015,2009.279,-412.7861,1978.805,-390.7199,1999.643,-365.7552,2018.503,-362.3151,2027.649,-371.5197,2026.72,-395.7586,,,,,R27_P30,R25_P4,,,R25_P2,R25_P0,,,
R25_P2,43.2771,-158.7417,2047.792,-405.2608,2026.72,-395.7586,2027.649,-371.5197,2047.465,-366.062,2068.244,-386.6924,,,,,,,R25_P0,R25_P1,R25_P3,R25_P14,R25_P10,,,,
R25_P3,32.93872,-126.5449,2027.649,-371.5197,2013.915,-355.0385,2008.291,-334.4766,2050.086,-338.5768,2047.465,-366.062,,,,,,,,R25_P5,R25_P9,R25_P14,R25_P2,,,,
R25_P4,-24.33997,-137.2993,1978.805,-390.7199,1955.033,-370.9723,1960.669,-346.1614,1983.124,-341.1471,1999.643,-365.7552,,,,,,,R27_P32,R25_P7,R25_P8,R25_P5,R25_P1,,,,
R25_P5,-0.7264404,-118.5452,1999.643,-365.7552,1983.124,-341.1471,2008.291,-334.4766,2013.915,-355.0385,,,,,,,,,R25_P4,R25_P6,R25_P3,,,,,,
R25_P6,-10.15662,-94.58424,1983.124,-341.1471,1972.313,-315.4953,2003.674,-294.7314,2008.291,-334.4766,,,,,,,,,R25_P8,R25_P28,R25_P9,R25_P5,,,,,
R25_P7,-59.91602,-112.1178,1921.177,-346.7452,1925.779,-321.8391,1946.576,-319.5051,1960.669,-346.1614,1955.033,-370.9723,,,,,,,,R25_P32,R25_P8,R25_P4,R27_P31,,,,
R25_P8,-33.36206,-104.2161,1960.669,-346.1614,1946.576,-319.5051,1972.313,-315.4953,1983.124,-341.1471,,,,,,,,,R25_P7,R25_P32,R25_P6,R25_P4,,,,,
R25_P9,29.96033,-88.01524,2008.291,-334.4766,2003.674,-294.7314,2038.573,-292.5154,2056.11,-311.3967,2050.086,-338.5768,,,,,,,R25_P6,R25_P20,R25_P21,R25_P18,R25_P3,,,,
