Region data,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,,,,,,,,
,1653.464,-416.7039,1503.898,-386.7578,1500.469,-268.2514,1585.419,-263.447,1740.44,-289.3623,1882.725,-261.4431,1921.242,-345.7175,1866.714,-476.893,1729.264,-528.3737,1585.096,-484.0594,,,,,,
Zones data,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,Connection_1,Connection_2,Connection_3,Connection_4,Connection_5,Connection_6,Connection_7,Connection_8
R26_P0,213.835,134.3279,1858.463,-300.0525,1827.764,-271.0502,1871.075,-262.1604,1889.017,-270.122,1899.649,-296.842,,,,,,,R26_P5,R24_P18,,R25_P33,R26_P1,,,,
R26_P1,236.171,97.7778,1858.463,-300.0525,1899.649,-296.842,1914.519,-329.8145,1887.488,-346.9983,1859.352,-326.0386,,,,,,,R26_P0,R25_P31,R26_P2,R26_P4,R26_P5,,,,
R26_P2,250.4611,64.62024,1910.203,-372.5951,1887.488,-346.9983,1914.519,-329.8145,1921.177,-346.7452,,,,,,,,,R26_P3,R26_P1,,R27_P31,,,,,
R26_P3,231.2201,41.48987,1860.391,-363.847,1887.488,-346.9983,1910.203,-372.5951,1899.076,-399.9432,1860.061,-398.2948,,,,,,,R26_P4,R26_P2,R27_P33,R26_P17,R26_P29,,,,
R26_P4,207.7452,70.37488,1834.433,-342.8896,1859.352,-326.0386,1887.488,-346.9983,1860.391,-363.847,,,,,,,,,R26_P5,R26_P1,R26_P3,R26_P29,,,,,
R26_P5,167.3445,111.1833,1834.433,-342.8896,1789.743,-325.5027,1773.146,-281.9203,1827.764,-271.0502,1858.463,-300.0525,1859.352,-326.0386,,,,,R26_P29,R26_P9,R24_P30,R26_P0,R26_P1,R26_P4,,,
R26_P6,-128.1747,114.4719,1501.627,-338.214,1501.189,-269.5899,1514.106,-270.9864,1565.272,-274.679,1550.846,-320.1967,,,,,,,R21_P46,,,R26_P7,R26_P11,,,,
R26_P7,-64.06409,114.0649,1581.817,-329.511,1550.846,-320.1967,1565.272,-274.679,1626.947,-270.1786,1643.951,-303.1281,1611.065,-325.9332,,,,,R26_P11,R26_P6,,R26_P8,R26_P24,R26_P23,,,
R26_P8,2.49585,128.1212,1643.951,-303.1281,1626.947,-270.1786,1672.525,-278.1924,1676.756,-310.1358,,,,,,,,,R26_P7,R24_P5,R26_P10,R26_P24,,,,,
R26_P9,114.4226,110.094,1745.22,-313.2394,1741.235,-288.2718,1773.146,-281.9203,1789.743,-325.5027,,,,,,,,,R26_P10,R24_P29,R26_P5,R26_P26,,,,,
R26_P10,55.20593,113.9536,1676.756,-310.1358,1672.525,-278.1924,1741.235,-288.2718,1745.22,-313.2394,,,,,,,,,R26_P8,R24_P28,R26_P9,R26_P25,,,,,
R26_P11,-121.1318,64.13431,1503.315,-385.9242,1501.627,-338.214,1550.846,-320.1967,1581.817,-329.511,1557.506,-378.2105,,,,,,,R21_P24,R26_P6,R26_P7,R26_P23,R26_P12,,,,
R26_P12,-91.07666,4.317108,1587.194,-486.2156,1503.315,-385.9242,1557.506,-378.2105,1599.14,-399.7305,1611.062,-444.9479,,,,,,,,R26_P11,R26_P23,R26_P22,R26_P13,,,,
R26_P13,-13.771,-56.08273,1658.039,-507.4296,1587.194,-486.2156,1611.062,-444.9479,1658.734,-443.4364,1693.088,-473.1736,,,,,,,,R26_P12,R26_P22,R26_P21,R26_P14,,,,
R26_P14,64.65808,-84.69614,1730.485,-529.6691,1658.039,-507.4296,1693.088,-473.1736,1740.492,-476.0852,1773.476,-512.3021,,,,,,,,R26_P13,R26_P20,R26_P15,R27_P10,,,,
R26_P15,127.6141,-71.21683,1773.476,-512.3021,1740.492,-476.0852,1792.158,-459.481,1820.506,-494.4725,,,,,,,,,R26_P14,R26_P18,R26_P16,R27_P25,,,,,
R26_P16,183.4276,-47.41992,1867.485,-476.0611,1820.506,-494.4725,1792.158,-459.481,1829.958,-435.1763,1880.431,-444.6865,,,,,,,R27_P25,R26_P15,R26_P28,R26_P17,R27_P36,,,,
R26_P17,215.0488,-1.98941,1829.958,-435.1763,1860.061,-398.2948,1899.076,-399.9432,1880.431,-444.6865,,,,,,,,,R26_P27,R26_P3,R27_P37,R26_P16,,,,,
R26_P18,101.6515,-28.57813,1740.492,-476.0852,1724.189,-425.334,1759.189,-407.2019,1792.158,-459.481,,,,,,,,,R26_P20,R26_P19,R26_P28,R26_P15,,,,,
R26_P19,76.08167,26.21365,1724.189,-425.334,1675.005,-397.7991,1703.893,-357.7248,1744.115,-351.4779,1779.552,-376.0478,1759.189,-407.2019,,,,,R26_P21,R26_P24,R26_P25,R26_P26,R26_P27,R26_P18,,,
R26_P20,64.37317,-39.3743,1693.088,-473.1736,1724.189,-425.334,1740.492,-476.0852,,,,,,,,,,,R26_P21,R26_P18,R26_P14,,,,,,
R26_P21,35.04895,-18.85049,1658.734,-443.4364,1675.005,-397.7991,1724.189,-425.334,1693.088,-473.1736,,,,,,,,,R26_P22,R26_P19,R26_P20,R26_P13,,,,,
R26_P22,-15.89404,-5.843292,1611.062,-444.9479,1599.14,-399.7305,1635.982,-383.4206,1675.005,-397.7991,1658.734,-443.4364,,,,,,,R26_P12,R26_P23,R26_P24,R26_P21,R26_P13,,,,
R26_P23,-53.50708,51.43994,1599.14,-399.7305,1557.506,-378.2105,1581.817,-329.511,1611.065,-325.9332,1635.982,-383.4206,,,,,,,R26_P12,R26_P11,R26_P7,R26_P24,R26_P22,,,,
R26_P24,6.064941,73.84247,1635.982,-383.4206,1611.065,-325.9332,1643.951,-303.1281,1676.756,-310.1358,1703.893,-357.7248,1675.005,-397.7991,,,,,R26_P23,R26_P7,R26_P8,R26_P25,R26_P19,R26_P22,,,
R26_P25,64.24878,80.26062,1703.893,-357.7248,1676.756,-310.1358,1745.22,-313.2394,1744.115,-351.4779,,,,,,,,,R26_P24,R26_P10,R26_P26,R26_P19,,,,,
R26_P26,112.5015,73.4317,1744.115,-351.4779,1745.22,-313.2394,1789.743,-325.5027,1779.552,-376.0478,,,,,,,,,R26_P25,R26_P9,R26_P29,R26_P19,,,,,
R26_P27,152.9011,11.23779,1759.189,-407.2019,1779.552,-376.0478,1860.061,-398.2948,1829.958,-435.1763,,,,,,,,,R26_P19,R26_P29,R26_P17,R26_P28,,,,,
R26_P28,143.4229,-18.61258,1792.158,-459.481,1759.189,-407.2019,1829.958,-435.1763,,,,,,,,,,,R26_P18,R26_P27,R26_P16,,,,,,
R26_P29,168.5171,50.83304,1779.552,-376.0478,1789.743,-325.5027,1834.433,-342.8896,1860.391,-363.847,1860.061,-398.2948,,,,,,,R26_P26,R26_P5,R26_P4,R26_P3,R26_P27,,,,
