Region data,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,,,,,,,,
,1940.703,-561.3344,1729.264,-528.3737,1866.714,-476.893,1921.242,-345.7175,2039.894,-436.0102,2047.393,-537.9534,2079.972,-605.3723,2081.82,-680.4626,1929.444,-692.3444,1786.574,-659.1512,,,,,,
Zones data,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,Connection_1,Connection_2,Connection_3,Connection_4,Connection_5,Connection_6,Connection_7,Connection_8
R27_P0,107.8724,-104.476,2019.794,-685.8239,2019.002,-659.4306,2051.643,-647.5866,2082.762,-666.1495,2080.549,-680.6168,,,,,,,R27_P6,R27_P3,R27_P2,R28_P0,R29_P41,,,,
R27_P1,118.1178,-47.82343,2047.826,-622.325,2039.311,-592.9571,2070.603,-587.0501,2080.557,-609.8074,2081.192,-639.8867,,,,,,,R27_P5,R27_P4,,R28_P23,R27_P2,,,,
R27_P2,126.3866,-83.38263,2051.643,-647.5866,2047.826,-622.325,2081.192,-639.8867,2082.762,-666.1495,,,,,,,,,R27_P3,R27_P1,R28_P0,R27_P0,,,,,
R27_P3,86.67664,-76.1969,2000.109,-641.7233,2016.397,-621.0836,2047.826,-622.325,2051.643,-647.5866,2019.002,-659.4306,,,,,,,R27_P14,R27_P5,R27_P2,R27_P0,R27_P6,,,,
R27_P4,103.505,-9.994263,2039.311,-592.9571,2018.865,-577.5696,2024.972,-555.6273,2051.725,-547.6312,2070.603,-587.0501,,,,,,,R27_P5,R27_P17,R27_P15,R28_P33,R27_P1,,,,
R27_P5,84.58789,-41.802,2016.397,-621.0836,2006.252,-598.0552,2018.865,-577.5696,2039.311,-592.9571,2047.826,-622.325,,,,,,,R27_P14,R27_P17,R27_P4,R27_P1,R27_P3,,,,
R27_P6,53.54016,-108.3267,1973.851,-688.3162,1973.038,-661.3079,2000.109,-641.7233,2019.002,-659.4306,2019.794,-685.8239,,,,,,,R27_P7,R27_P13,R27_P3,R27_P0,R29_P44,,,,
R27_P7,6.929932,-112.0401,1928.624,-692.9975,1930.214,-655.0126,1973.038,-661.3079,1973.851,-688.3162,,,,,,,,,R27_P9,R27_P13,R27_P6,R29_P51,,,,,
R27_P8,-115.861,-71.0282,1786.43,-659.1409,1766.842,-611.7935,1808.126,-589.6119,1865.197,-601.5444,1881.727,-642.2442,1853.696,-674.9178,,,,,,R27_P10,R27_P11,R27_P12,R27_P9,R29_P52,,,
R27_P9,-43.31616,-105.7126,1853.696,-674.9178,1881.727,-642.2442,1930.214,-655.0126,1928.624,-692.9975,,,,,,,,,R27_P8,R27_P12,R27_P7,R29_P52,,,,,
R27_P10,-162.9084,2.739929,1766.842,-611.7935,1730.485,-529.6691,1773.476,-512.3021,1820.901,-543.656,1808.126,-589.6119,,,,,,,,R26_P14,R27_P25,R27_P11,R27_P8,,,,
R27_P11,-90.65662,-9.943604,1808.126,-589.6119,1820.901,-543.656,1899.428,-555.5364,1865.197,-601.5444,,,,,,,,,R27_P10,R27_P25,R27_P12,R27_P8,,,,,
R27_P12,-30.73376,-49.19159,1881.727,-642.2442,1865.197,-601.5444,1899.428,-555.5364,1950.339,-607.1329,1930.214,-655.0126,,,,,,,R27_P8,R27_P11,R27_P16,R27_P13,R27_P9,,,,
R27_P13,22.51257,-76.58459,1930.214,-655.0126,1950.339,-607.1329,2000.109,-641.7233,1973.038,-661.3079,,,,,,,,,R27_P12,R27_P14,R27_P6,R27_P7,,,,,
R27_P14,47.01636,-53.33893,1950.339,-607.1329,1978.116,-592.9824,2006.252,-598.0552,2016.397,-621.0836,2000.109,-641.7233,,,,,,,R27_P16,R27_P17,R27_P5,R27_P3,R27_P13,,,,
R27_P15,82.92798,26.69238,2024.972,-555.6273,2006.18,-545.5681,2012.204,-515.0358,2047.316,-512.8283,2051.725,-547.6312,,,,,,,R27_P17,R27_P23,R27_P19,R28_P32,R27_P4,,,,
R27_P16,6.471436,-10.35797,1950.339,-607.1329,1899.428,-555.5364,1932.912,-539.6044,1971.979,-557.7518,1978.116,-592.9824,,,,,,,R27_P12,R27_P26,R27_P24,R27_P17,R27_P14,,,,
R27_P17,57.37793,-10.55017,1978.116,-592.9824,1971.979,-557.7518,2006.18,-545.5681,2024.972,-555.6273,2018.865,-577.5696,2006.252,-598.0552,,,,,R27_P16,R27_P23,R27_P15,R27_P4,R27_P5,R27_P14,,,
R27_P19,90.62476,62.2709,2012.204,-515.0358,2019.309,-491.0656,2042.914,-472.7298,2047.316,-512.8283,,,,,,,,,R27_P22,R27_P20,R28_P36,R27_P15,,,,,
R27_P20,90.60449,94.55157,2019.309,-491.0656,2016.836,-454.7463,2040.378,-437.3646,2042.914,-472.7298,,,,,,,,,R27_P21,,R28_P35,R27_P19,,,,,
R27_P21,53.52429,85.53259,1968.14,-464.9901,2000.609,-448.2734,2016.836,-454.7463,2019.309,-491.0656,1983.427,-491.1569,,,,,,,R27_P28,,R27_P20,R27_P22,R27_P27,,,,
R27_P22,54.58972,56.19693,1988.847,-522.7324,1972.07,-510.2451,1983.427,-491.1569,2019.309,-491.0656,2012.204,-515.0358,,,,,,,R27_P24,R27_P27,R27_P21,R27_P19,R27_P23,,,,
R27_P23,54.49658,24.30927,1971.979,-557.7518,1988.847,-522.7324,2012.204,-515.0358,2006.18,-545.5681,,,,,,,,,R27_P24,R27_P22,R27_P15,R27_P17,,,,,
R27_P24,24.07275,28.06781,1932.912,-539.6044,1945.624,-517.8713,1972.07,-510.2451,1988.847,-522.7324,1971.979,-557.7518,,,,,,,R27_P26,R27_P27,R27_P22,R27_P23,R27_P16,,,,
R27_P25,-99.69641,43.08673,1820.901,-543.656,1773.476,-512.3021,1820.506,-494.4725,1867.485,-476.0611,1899.428,-555.5364,,,,,,,R27_P10,R26_P15,R26_P16,R27_P26,R27_P11,,,,
R27_P26,-35.94543,46.22034,1932.912,-539.6044,1899.428,-555.5364,1867.485,-476.0611,1913.481,-482.1857,1945.624,-517.8713,,,,,,,R27_P16,R27_P25,R27_P36,R27_P27,R27_P24,,,,
R27_P27,13.34729,71.35065,1945.624,-517.8713,1913.481,-482.1857,1968.14,-464.9901,1983.427,-491.1569,1972.07,-510.2451,,,,,,,R27_P26,R27_P35,R27_P21,R27_P22,R27_P24,,,,
R27_P28,35.72937,120.3085,1968.14,-464.9901,1955.854,-441.8235,1966.113,-416.323,1994.287,-429.7356,2000.609,-448.2734,,,,,,,R27_P35,R27_P34,R27_P30,R27_P29,R27_P21,,,,
R27_P29,69.63464,132.5203,2000.609,-448.2734,1994.287,-429.7356,2009.279,-412.7861,2040.378,-437.3646,,,,,,,,,R27_P28,R27_P30,R25_P0,,,,,,
R27_P30,47.55725,150.6243,1966.113,-416.323,1978.805,-390.7199,2009.279,-412.7861,1994.287,-429.7356,,,,,,,,,R27_P32,R25_P1,R27_P29,R27_P28,,,,,
R27_P31,-7.322998,187.2313,1910.203,-372.5951,1921.177,-346.7452,1955.033,-370.9723,1943.675,-393.2928,,,,,,,,,R26_P2,R25_P7,R27_P32,R27_P33,,,,,
R27_P32,20.34521,168.2593,1943.675,-393.2928,1955.033,-370.9723,1978.805,-390.7199,1966.113,-416.323,,,,,,,,,R27_P31,R25_P4,R27_P30,R27_P34,,,,,
R27_P33,-21.85852,167.6888,1921.914,-412.0965,1899.076,-399.9432,1910.203,-372.5951,1943.675,-393.2928,,,,,,,,,R27_P37,R26_P3,R27_P31,R27_P34,,,,,
R27_P34,1.966919,143.6095,1929.876,-433.8934,1921.914,-412.0965,1943.675,-393.2928,1966.113,-416.323,1955.854,-441.8235,,,,,,,R27_P37,R27_P33,R27_P32,R27_P28,R27_P35,,,,
R27_P35,-2.938599,103.288,1913.481,-482.1857,1911.744,-456.2293,1929.876,-433.8934,1955.854,-441.8235,1968.14,-464.9901,,,,,,,R27_P36,R27_P37,R27_P34,R27_P28,R27_P27,,,,
R27_P36,-49.16418,95.48691,1867.485,-476.0611,1880.431,-444.6865,1911.744,-456.2293,1913.481,-482.1857,,,,,,,,,R26_P16,R27_P37,R27_P35,R27_P26,,,,,
R27_P37,-34.77148,131.7019,1911.744,-456.2293,1880.431,-444.6865,1899.076,-399.9432,1921.914,-412.0965,1929.876,-433.8934,,,,,,,R27_P36,R26_P17,R27_P33,R27_P34,R27_P35,,,,
