Region data,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,,,,,,,,
,1285.143,-355.7455,1096.398,-214.3875,1341.99,-226.8025,1500.469,-268.2514,1503.898,-386.7578,1372.676,-468.2915,1187.511,-485.9009,1018.811,-424.9574,1093.185,-324.201,,,,,,,,
Zones data,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,Connection_1,Connection_2,Connection_3,Connection_4,Connection_5,Connection_6,Connection_7,Connection_8
R21_P0,-51.71655,97.9447,1218.691,-278.2035,1193.913,-229.7769,1242.718,-221.4088,1256.611,-258.6979,1243.534,-279.309,,,,,,,R21_P10,,R21_P2,R21_P3,R21_P1,,,,
R21_P1,-54.5675,61.26746,1209.286,-308.2547,1218.691,-278.2035,1243.534,-279.309,1251.046,-312.2581,,,,,,,,,R21_P10,R21_P0,R21_P3,R21_P18,,,,,
R21_P2,10.00183,101.9407,1284.827,-279.797,1256.611,-258.6979,1242.718,-221.4088,1342.776,-227.5536,1325.199,-278.328,,,,,,,R21_P3,R21_P0,,R21_P4,R21_P8,,,,
R21_P3,-20.06079,64.93433,1251.046,-312.2581,1243.534,-279.309,1256.611,-258.6979,1284.827,-279.797,1285.964,-306.5627,,,,,,,R21_P1,R21_P0,R21_P2,R21_P8,R21_P19,,,,
R21_P4,79.94873,94.91687,1359.695,-294.7621,1325.199,-278.328,1342.776,-227.5536,1393.587,-241.4173,1385.49,-273.6944,,,,,,,R21_P8,R21_P2,R23_P0,R21_P5,R21_P7,,,,
R21_P5,124.3148,90.86609,1385.49,-273.6944,1393.587,-241.4173,1429.228,-248.6791,1432.61,-280.2754,1407.937,-289.6458,,,,,,,R21_P4,R23_P1,R21_P6,R21_P22,R21_P7,,,,
R21_P6,172.3635,85.39355,1432.61,-280.2754,1429.228,-248.6791,1493.442,-265.5945,1501.189,-269.5899,,,,,,,,,R21_P5,R23_P2,,R21_P22,,,,,
R21_P7,98.87573,52.7431,1368.07,-325.925,1359.695,-294.7621,1385.49,-273.6944,1407.937,-289.6458,1405.467,-320.9315,,,,,,,R21_P9,R21_P4,R21_P5,R21_P22,R21_P28,,,,
R21_P8,31.63513,58.06049,1285.964,-306.5627,1284.827,-279.797,1325.199,-278.328,1359.695,-294.7621,1327.691,-317.7313,,,,,,,R21_P3,R21_P2,R21_P4,R21_P9,R21_P19,,,,
R21_P9,62.91467,34.59683,1336.098,-345.3144,1327.691,-317.7313,1359.695,-294.7621,1368.07,-325.925,,,,,,,,,R21_P20,R21_P8,R21_P7,R21_P27,,,,,
R21_P10,-95.20984,70.1282,1174.258,-311.0135,1158.042,-280.5922,1193.913,-229.7769,1218.691,-278.2035,1209.286,-308.2547,,,,,,,R21_P14,R21_P11,R21_P0,R21_P1,R21_P17,,,,
R21_P11,-140.8241,91.72757,1130.601,-280.9372,1121.821,-238.6976,1193.913,-229.7769,1158.042,-280.5922,,,,,,,,,R21_P12,,R21_P10,R21_P14,,,,,
R21_P12,-171.1868,87.0329,1103.81,-285.9664,1097.525,-255.9787,1121.821,-238.6976,1130.601,-280.9372,,,,,,,,,,,R21_P11,R21_P13,,,,,
R21_P13,-165.5288,57.08643,1093.847,-325.7596,1103.81,-285.9664,1130.601,-280.9372,1130.245,-309.3799,,,,,,,,,,R21_P12,R21_P14,R21_P15,,,,,
R21_P14,-136.3844,56.88733,1151.159,-321.4651,1130.245,-309.3799,1130.601,-280.9372,1158.042,-280.5922,1174.258,-311.0135,,,,,,,R21_P15,R21_P13,R21_P11,R21_P10,R21_P17,,,,
R21_P15,-158.8983,25.4043,1110.082,-354.4717,1093.847,-325.7596,1130.245,-309.3799,1151.159,-321.4651,1153.777,-344.8564,,,,,,,R21_P16,R21_P13,R21_P14,R21_P17,R21_P38,,,,
